"DR Number","Date Reported","Date Occurred","Time Occurred","Area ID","Area Name","Reporting District","Crime Code","Crime Code Description","MO Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","Premise Description","Weapon Used Code","Weapon Description","Status Code","Crime Code 1","Crime Code 2","Crime Code 3","Crime Code 4","Address","Cross Street","lat","lon"
"172112844","06/25/2017","05/25/2017","0430","21","Topanga","2187","310","BURGLARY","1609 0321 0344 1202","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5100    CANOGA                       AV","","34.1617","-118.5967"
"172112912","06/27/2017","06/27/2017","0027","21","Topanga","2175","310","BURGLARY","1609 0344","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","22600    VENTURA                      BL","","34.1675","-118.6189"
"172112937","06/26/2017","06/25/2017","1900","21","Topanga","2177","310","BURGLARY","1609 0321","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20500    CLARK                        ST","","34.1705","-118.5792"
"172113220","07/03/2017","07/03/2017","1415","21","Topanga","2185","310","BURGLARY","1601 0344 1202 0321","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22400    MACFARLANE                   DR","","34.163","-118.6145"
"172113378","07/06/2017","06/25/2017","1300","21","Topanga","2187","310","BURGLARY","1202 0344 1275","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","4900    MARMOL                       DR","","34.1587","-118.5899"
"172113380","07/06/2017","07/03/2017","1100","21","Topanga","2185","310","BURGLARY","1606 1202 0344","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","4800    SAN FELICIANO                DR","","34.1544","-118.6098"
"172113458","07/09/2017","07/08/2017","0610","21","Topanga","2187","310","BURGLARY","1609 0324","116","","","407","HARDWARE/BUILDING SUPPLY","","","IC","310","","","","21900    VENTURA                      BL","","34.1685","-118.6038"
"172113487","07/10/2017","07/10/2017","0210","21","Topanga","2155","310","BURGLARY","0314","116","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","AA","310","","","","6100    NEVADA                       AV","","34.1809","-118.609"
"172113523","07/11/2017","07/10/2017","2145","21","Topanga","2172","310","BURGLARY","0344 0321 1606","116","","","501","SINGLE FAMILY DWELLING","","","AA","310","","","","23800    KILLION                      ST","","34.1696","-118.6453"
"172113664","07/14/2017","07/14/2017","0001","21","Topanga","2187","310","BURGLARY","0314 0377 0344 1606","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5100    TOPANGA CANYON               BL","","34.1619","-118.6058"
"172113669","07/14/2017","07/14/2017","0025","21","Topanga","2175","310","BURGLARY","1609 0324","116","","","247","CAR WASH","","","IC","310","","","","22500    VENTURA                      BL","","34.1681","-118.6167"
"172113797","07/16/2017","07/15/2017","2315","21","Topanga","2185","310","BURGLARY","1609 0344","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","5300    TOPANGA CANYON               BL","","34.1592","-118.6108"
"172114033","07/16/2017","07/16/2017","0945","21","Topanga","2185","310","BURGLARY","1607 0344","116","","","218","BEAUTY/BARBER SHOP","","","AO","310","","","","22200    VENTURA                      BL","","34.1688","-118.6103"
"172114244","07/24/2017","07/23/2017","1730","21","Topanga","2177","310","BURGLARY","1402 0344 1202 1275 1610 0304","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","5500    KEOKUK                       AV","","34.1719","-118.5746"
"172114266","07/20/2017","07/20/2017","0115","21","Topanga","2155","310","BURGLARY","1606 0344","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","6200    TOPANGA CANYON               BL","","34.1828","-118.6102"
"172114287","07/25/2017","06/03/2017","1200","21","Topanga","2177","310","BURGLARY","0344 0321 1601","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5700    MCDONIE                      AV","","34.1745","-118.5762"
"172114295","07/25/2017","07/25/2017","0445","21","Topanga","2177","310","BURGLARY","1606 0344 0321","116","","","702","OFFICE BUILDING/OFFICE","","","IC","310","","","","21900    BURBANK                      BL","","34.172","-118.6049"
"172114824","08/05/2017","08/05/2017","0533","21","Topanga","2175","310","BURGLARY","1609 0344 0322","116","","","406","OTHER STORE","","","IC","310","","","","22600    VENTURA                      BL","","34.1675","-118.6189"
"172114848","08/05/2017","08/04/2017","2215","21","Topanga","2175","310","BURGLARY","0344 1609","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","22400    VENTURA                      BL","","34.1688","-118.6145"
"172114857","08/06/2017","08/05/2017","2230","21","Topanga","2187","310","BURGLARY","0314","116","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","21200    VENTURA                      BL","","34.1673","-118.5946"
"172114902","08/06/2017","08/05/2017","1120","21","Topanga","2177","310","BURGLARY","0321 0344","116","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","21500    BURBANK                      BL","","34.1733","-118.599"
"172114909","08/07/2017","08/04/2017","2000","21","Topanga","2185","310","BURGLARY","0330 1202","116","","","707","GARAGE/CARPORT","","","IC","310","","","","22100    COSTANSO                     ST","","34.1676","-118.6082"
"172115058","08/09/2017","08/09/2017","1620","21","Topanga","2187","310","BURGLARY","1606","116","","","501","SINGLE FAMILY DWELLING","","","AA","310","","","","5300    CAMPO                        RD","","34.1662","-118.598"
"172115104","08/11/2017","08/10/2017","1215","21","Topanga","2162","310","BURGLARY","0344 0329 1609 0321","116","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    WOODLAKE                     AV","","34.1719","-118.6321"
"172115213","08/13/2017","08/12/2017","2245","21","Topanga","2155","310","BURGLARY","1609 0344 0329 0206 0209","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","6200    TOPANGA CANYON               BL","","34.1828","-118.6102"
"172115214","08/13/2017","08/12/2017","2330","21","Topanga","2155","310","BURGLARY","1609 0344 0329 0206 0209","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","6200    TOPANGA CANYON               BL","","34.1828","-118.6102"
"172115215","08/13/2017","08/13/2017","0424","21","Topanga","2155","310","BURGLARY","1609 0209 0329 0206","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","6200    TOPANGA CANYON               BL","","34.1828","-118.6102"
"172115216","08/13/2017","08/12/2017","2130","21","Topanga","2155","310","BURGLARY","1609 0209 0324 0206","116","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","6200    TOPANGA CANYON               BL","","34.1828","-118.6102"
"172115264","08/14/2017","08/14/2017","1330","21","Topanga","2185","310","BURGLARY","1609 0344","116","","","501","SINGLE FAMILY DWELLING","","","AA","310","","","","22200    AVENUE SAN LUIS","","34.166","-118.6104"
"172115346","08/16/2017","08/15/2017","1000","21","Topanga","2177","310","BURGLARY","1607 0344","116","","","507","CONDOMINIUM/TOWNHOUSE","","","IC","310","","","","5500    OWENSMOUTH                   AV","","34.1722","-118.6019"
